index,TID,breadcrumb,category_name,property_type,building_size,land_size,preferred_size,open_date,listing_agency,price,location_number,location_type,location_name,address,address_1,city,state,zip_code,phone,latitude,longitude,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
823,1351811,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,120m²,,,Elders Real Estate - Darwin,"$400,000",138748811,Buy,"$400,000","11/27 McMinn Street, Darwin City, NT 0800",11/27 McMinn Street,Darwin City,NT,800,08 8946 0500,,,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
824,1351812,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,806m²,806m²,,Renee's Realty NT - DURACK,"High $400,000s",138748519,Buy,"High $400,000s","18 Crawford Court, Moulden, NT 0830",18 Crawford Court,Moulden,NT,830,0417 718 149,,,feature,4.0,1.0,0.0,2022-05-27 15:54:05
825,1351813,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,223m²,776m²,776m²,,Renee's Realty NT - DURACK,"Offers Over $449,000",138744755,Buy,"Offers Over $449,000","10 Menzies Court, Gray, NT 0830",10 Menzies Court,Gray,NT,830,0417 718 149,,,feature,3.0,1.0,0.0,2022-05-27 15:54:05
826,1351814,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Renee's Realty NT - DURACK,"$780,000",138738027,Buy,"$780,000","61 Cattledog Court, Humpty Doo, NT 0836",61 Cattledog Court,Humpty Doo,NT,836,0417 718 149,,,feature,3.0,2.0,0.0,2022-05-27 15:54:05
827,1351815,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.07ha,2.07ha,,Complete Real Estate (NT),"$1,200,000",138736447,Buy,"$1,200,000","163 Melaleuca Road, Howard Springs, NT 0835",163 Melaleuca Road,Howard Springs,NT,835,08 8983 1266,,,feature,6.0,5.0,6.0,2022-05-27 15:54:05
828,1351816,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,154m²,154m²,,LJ Hooker Darwin -   ,"$369,000",138732019,Buy,"$369,000","15/4 McMinn Street, Darwin City, NT 0800",15/4 McMinn Street,Darwin City,NT,800,08 8924 0900,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
829,1351817,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,808m²,808m²,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,138728847,Buy,UNDER CONTRACT,"23 Noltenius Circuit, Gray, NT 0830",23 Noltenius Circuit,Gray,NT,830,08 8943 3000,,,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
830,1351818,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,69m²,69m²,,First National Real Estate O'Donoghues - Darwin,"$260,000",138727355,Buy,"$260,000","43/23 Hudson Fysh Avenue, Parap, NT 0820",43/23 Hudson Fysh Avenue,Parap,NT,820,08 8942 8942,,,feature,2.0,1.0,1.0,2022-05-27 15:54:05
831,1351819,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,415m²,415m²,,Darwin Building Consultants - VIRGINIA,"$525,000 - $535,000",124837718,Buy,"$525,000 - $535,000","16 Oatgrass street, Zuccoli, NT 0832",16 Oatgrass street,Zuccoli,NT,832,08 8983 3943,,,standard,3.0,2.0,1.0,2022-05-27 15:54:05
832,1351820,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,393m²,393m²,,All About Real Estate NT - DARWIN CITY,"Offers Over $765,000 Considered",138725351,Buy,"Offers Over $765,000 Considered","3/1 Voyager Street, Stuart Park, NT 0820",3/1 Voyager Street,Stuart Park,NT,820,0438 404 848,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
833,1351821,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Block Of Units,,812m²,812m²,,Knight Frank (NT) - Darwin,Expressions of Interest,138719871,Buy,Expressions of Interest,"21 Hickory Street, Nightcliff, NT 0810",21 Hickory Street,Nightcliff,NT,810,08 8982 2500,,,feature,8.0,4.0,0.0,2022-05-27 15:54:05
834,1351822,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,66m²,,66m²,,Knight Frank (NT) - Darwin,"$350,000",138713867,Buy,"$350,000","610/79 Smith Street, Darwin City, NT 0800",610/79 Smith Street,Darwin City,NT,800,08 8982 2500,,,feature,1.0,1.0,1.0,2022-05-27 15:54:05
835,1351823,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Real Estate Central - DARWIN CITY,"$549,000",138708715,Buy,"$549,000","19/96 Woods Street, Darwin City, NT 0800",19/96 Woods Street,Darwin City,NT,800,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
836,1351824,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,155m²,487m²,487m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,138707559,Buy,UNDER CONTRACT,"7 Cocos Grove, Durack, NT 0830",7 Cocos Grove,Durack,NT,830,08 8931 5000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
837,1351825,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,221m²,,,First National Real Estate O'Donoghues - Darwin,"Offers over $539,000",138706855,Buy,"Offers over $539,000","609/31 Woods Street, Darwin City, NT 0800",609/31 Woods Street,Darwin City,NT,800,08 8942 8942,,,standard,2.0,2.0,1.0,2022-05-27 15:54:05
838,1351826,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,138706791,Buy,UNDER CONTRACT,"3 Landrail Court, Leanyer, NT 0812",3 Landrail Court,Leanyer,NT,812,08 8943 3000,,,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
839,1351827,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,83m²,,83m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,138706143,Buy,UNDER CONTRACT,"611/43B Knuckey Street, Darwin City, NT 0800",611/43B Knuckey Street,Darwin City,NT,800,08 8941 8941,,,premiere,1.0,1.0,0.0,2022-05-27 15:54:05
840,1351828,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,222m²,572m²,572m²,Under offer,Professionals - DARWIN CITY,UNDER OFFER,138703287,Buy,UNDER OFFER,"3 Mahoney Street, Muirhead, NT 0810",3 Mahoney Street,Muirhead,NT,810,08 8941 8289,,,feature,4.0,2.0,2.0,2022-05-27 15:54:05
841,1351829,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,110m²,,110m²,Under offer,Elders Real Estate - Darwin,"$490,000",138702567,Buy,"$490,000","1109/31 Woods Street, Darwin City, NT 0800",1109/31 Woods Street,Darwin City,NT,800,08 8946 0500,,,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
842,1351830,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,820m²,820m²,,Elders Real Estate - Darwin,FASTRAK,203255347,Buy,FASTRAK,"11 Bradhurst Court, Bayview, NT 0820",11 Bradhurst Court,Bayview,NT,820,08 8946 0500,,,premiere,,,,2022-05-27 15:54:05
843,1351831,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,154m²,805m²,805m²,,Knight Frank (NT) - Darwin,"$550,000",138700371,Buy,"$550,000","17 Koolama Court, Karama, NT 0812",17 Koolama Court,Karama,NT,812,08 8982 2500,,,feature,5.0,2.0,5.0,2022-05-27 15:54:05
844,1351832,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Habitat Real Estate - THE GARDENS,"Offers over $480,000",138700291,Buy,"Offers over $480,000","2/38 Yanyula Drive, Anula, NT 0812",2/38 Yanyula Drive,Anula,NT,812,08 8981 0080,,,feature,3.0,1.0,2.0,2022-05-27 15:54:05
845,1351833,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,166m²,,166m²,,Carol Need Real Estate - Fannie Bay,"$289,000",133591954,Buy,"$289,000","9 Gleneagles Crescent, Marrara, NT 0812",9 Gleneagles Crescent,Marrara,NT,812,0418885966,,,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
846,1351834,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,245m²,664m²,664m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,138693711,Buy,UNDER CONTRACT,"21 Cocos Grove, Durack, NT 0830",21 Cocos Grove,Durack,NT,830,08 8941 8941,,,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
847,1351835,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Ausway Group,"$209,000  Negoticate",138693067,Buy,"$209,000  Negoticate","508/3 Gardiner street, Darwin City, NT 0800",508/3 Gardiner street,Darwin City,NT,800,0451125286,,,feature,1.0,1.0,1.0,2022-05-27 15:54:05
848,1351836,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,338m²,723m²,723m²,,Elders Real Estate - Palmerston,"$849,000",138689535,Buy,"$849,000","9 Hayward Place, Durack, NT 0830",9 Hayward Place,Durack,NT,830,08 8931 5000,,,premiere,6.0,4.0,6.0,2022-05-27 15:54:05
849,1351837,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,"1,170m²","1,170m²",,Real Estate NT by George Pikos - FANNIE BAY,"$770,000",203254251,Buy,"$770,000","20 Allen St, Fannie Bay, NT 0820",20 Allen St,Fannie Bay,NT,820,08 8941 9959,,,premiere,,,,2022-05-27 15:54:05
850,1351838,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Under offer,Go Wise - WOOLNER,"$525,000",138685867,Buy,"$525,000","42 Hutchison Terrace, Bakewell, NT 0832",42 Hutchison Terrace,Bakewell,NT,832,08 8942 1200,,,feature,4.0,2.0,2.0,2022-05-27 15:54:05
851,1351839,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,388m²,388m²,,LJ Hooker Darwin -   ,Awaiting Price Guide,138684375,Buy,Awaiting Price Guide,"3/13 Hobart Crescent, Johnston, NT 0832",3/13 Hobart Crescent,Johnston,NT,832,08 8924 0900,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
852,1351840,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,158m²,,,Ray White Bayside - FANNIE BAY,"$420,000",138683031,Buy,"$420,000","9/144 Smith Street, Darwin City, NT 0800",9/144 Smith Street,Darwin City,NT,800,08 8986 7131,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
853,1351841,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,150m²,,150m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,135645930,Buy,UNDER CONTRACT,"34/108 Mitchell Street, Darwin City, NT 0800",34/108 Mitchell Street,Darwin City,NT,800,08 8941 8941,,,standard,2.0,2.0,2.0,2022-05-27 15:54:05
854,1351842,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,153m²,153m²,Under offer,Real Estate Central Projects - DARWIN,"$510,000",138681171,Buy,"$510,000","601/12 Harvey Street, Darwin City, NT 0800",601/12 Harvey Street,Darwin City,NT,800,08 8943 3066,,,standard,3.0,2.0,2.0,2022-05-27 15:54:05
855,1351843,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Under offer,Real Estate Central Projects - Darwin,UNDER CONTRACT,138681011,Buy,UNDER CONTRACT,"501/12 Harvey Street, Darwin City, NT 0800",501/12 Harvey Street,Darwin City,NT,800,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
856,1351844,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,"$570,000",138678015,Buy,"$570,000",,,Bellamack,NT,832,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
857,1351845,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Home Zone NT - DARWIN,"$549,000",138671319,Buy,"$549,000","7 Foxtail Grove, Durack, NT 0830",7 Foxtail Grove,Durack,NT,830,0418 895 345,,,feature,3.0,2.0,2.0,2022-05-27 15:54:05
858,1351846,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,523m²,523m²,,HERON PROPERTY - DARWIN,"Offers over $730,000",138670247,Buy,"Offers over $730,000","5/23 Chapman Road, Rapid Creek, NT 0810",5/23 Chapman Road,Rapid Creek,NT,810,08 8992 9980,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
859,1351847,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,630m²,630m²,,Knight Frank (NT) - Darwin,"$590,000",138667551,Buy,"$590,000","11 La Pira Circuit, Rosebery, NT 0832",11 La Pira Circuit,Rosebery,NT,832,08 8982 2500,,,feature,3.0,2.0,0.0,2022-05-27 15:54:05
860,1351848,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,244m²,640m²,640m²,,Elders Real Estate - Palmerston,UNDER CONTRACT,138667399,Buy,UNDER CONTRACT,"12 Maximilia Court, Durack, NT 0830",12 Maximilia Court,Durack,NT,830,08 8931 5000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
861,1351849,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Alliance Realty - Larrakeyah,"Offers Over $575,000",138666787,Buy,"Offers Over $575,000","2/36 Saunders Street, Muirhead, NT 0810",2/36 Saunders Street,Muirhead,NT,810,08 8982 8282,,,feature,3.0,2.0,2.0,2022-05-27 15:54:05
862,1351850,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,@realty - National Head Office Australia,"Offers Over $350,000",138665791,Buy,"Offers Over $350,000","2/80 Hutchison Terrace, Bakewell, NT 0832",2/80 Hutchison Terrace,Bakewell,NT,832,1300 299 377,,,standard,2.0,1.0,2.0,2022-05-27 15:54:05
863,1351851,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central - DARWIN CITY,"Offers Over $500,000 will be considered",138660371,Buy,"Offers Over $500,000 will be considered","58 Farrar Boulevard, Farrar, NT 0830",58 Farrar Boulevard,Farrar,NT,830,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
864,1351852,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Go Wise - WOOLNER,"$535,000",138659831,Buy,"$535,000","19/3 Manton Street, Darwin City, NT 0800",19/3 Manton Street,Darwin City,NT,800,08 8942 1200,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
865,1351853,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Go Wise - WOOLNER,"$325,000",138659631,Buy,"$325,000","5/17 Hickory Street, Nightcliff, NT 0810",5/17 Hickory Street,Nightcliff,NT,810,08 8942 1200,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
866,1351854,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,138653875,Buy,UNDER CONTRACT,"10 Pott Street, Moil, NT 0810",10 Pott Street,Moil,NT,810,08 8943 3000,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
867,1351855,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,66m²,66m²,,North Property NT - STUART PARK,"$335,000",138653575,Buy,"$335,000","304/79 Smith Street, Darwin City, NT 0800",304/79 Smith Street,Darwin City,NT,800,08 898 11088 ,,,feature,1.0,1.0,1.0,2022-05-27 15:54:05
868,1351856,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,153m²,,153m²,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,138652707,Buy,UNDER CONTRACT,"2003/43E Knuckey Street, Darwin City, NT 0800",2003/43E Knuckey Street,Darwin City,NT,800,08 8943 3000,,,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
869,1351857,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,260m²,,260m²,,Gordon & Associates - GIRRAWEEN,"Offers Over $780,000 Invited",138650347,Buy,"Offers Over $780,000 Invited","38/14 Salonika Street, Parap, NT 0820",38/14 Salonika Street,Parap,NT,820,0417 897 921,,,feature,3.0,2.0,3.0,2022-05-27 15:54:05
870,1351858,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Professionals - DARWIN CITY,"Penthouse for $850,000",138650195,Buy,"Penthouse for $850,000","39/144 Smith Street, Darwin City, NT 0800",39/144 Smith Street,Darwin City,NT,800,08 8941 8289,,,feature,4.0,2.0,2.0,2022-05-27 15:54:05
871,1351859,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,642m²,642m²,Under offer,Freedom Property - Australia,"O/O $750,000",138649895,Buy,"O/O $750,000","17 Zeroni Street, Rosebery Heights, NT 0832",17 Zeroni Street,Rosebery Heights,NT,832,07 3999 8324,,,feature,4.0,2.0,2.0,2022-05-27 15:54:05
872,1351860,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,,Professionals - DARWIN CITY,"Needs to GO! $510,000",138649539,Buy,"Needs to GO! $510,000","701/12 Harvey Street, Darwin City, NT 0800",701/12 Harvey Street,Darwin City,NT,800,08 8941 8289,,,feature,3.0,2.0,2.0,2022-05-27 15:54:05
873,1351861,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Real Estate Central Projects - Darwin,"$560,000",138643295,Buy,"$560,000","39 Canonbury Circuit, Driver, NT 0830",39 Canonbury Circuit,Driver,NT,830,08 8943 3000,,,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
874,1351862,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,,Real Estate Central Projects - Darwin,Under Contract,138643203,Buy,Under Contract,"10/9 Hugh Court, Bakewell, NT 0832",10/9 Hugh Court,Bakewell,NT,832,08 8943 3000,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
875,1351863,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Under offer,Kalo Real Estate - Darwin,"$440,000",138642619,Buy,"$440,000","11/1 Guider Court, Johnston, NT 0832",11/1 Guider Court,Johnston,NT,832,0889453340,,,feature,3.0,2.0,2.0,2022-05-27 15:54:05
876,1351864,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,206m²,206m²,Under offer,Acacia Realty - NOONAMAH,"Offers Over $295,000",138642287,Buy,"Offers Over $295,000","7/5 Shearwater Drive, Bakewell, NT 0832",7/5 Shearwater Drive,Bakewell,NT,832,0409 768 420,,,feature,2.0,1.0,2.0,2022-05-27 15:54:05
877,1351865,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,356m²,,356m²,,Eview Group - Corporate,"$610,000",138640675,Buy,"$610,000","2/49 Bridge Street, Muirhead, NT 0810",2/49 Bridge Street,Muirhead,NT,810,03 8781 3888,,,standard,4.0,2.0,2.0,2022-05-27 15:54:05
878,1351866,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,432m²,432m²,,Real Estate Central - DARWIN CITY,"From $370,000",138640623,Buy,"From $370,000","9/7 Lorna Lim Terrace, Driver, NT 0830",9/7 Lorna Lim Terrace,Driver,NT,830,08 8943 3000,,,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
879,1351867,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,283m²,283m²,,Call2View Real Estate - Palmerston,"$359,000",138634939,Buy,"$359,000","8/31 Aunger Crescent, Bakewell, NT 0832",8/31 Aunger Crescent,Bakewell,NT,832,08 8932 8858,,,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
880,1351868,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,864m²,864m²,,Elders Real Estate - Darwin,FASTRAK,138626099,Buy,FASTRAK,"1 Maranungu Street, Ludmilla, NT 0820",1 Maranungu Street,Ludmilla,NT,820,08 8946 0500,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
881,1351869,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,138625587,Buy,UNDER CONTRACT,"6/16-18 MacKillop Street, Parap, NT 0820",6/16-18 MacKillop Street,Parap,NT,820,08 8943 3000,,,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
882,1351870,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,311m²,660m²,660m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,138620183,Buy,UNDER CONTRACT,"20 Piper Court, Durack, NT 0830",20 Piper Court,Durack,NT,830,08 8931 5000,,,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
883,1351871,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,160m²,607m²,607m²,Under offer,Raine & Horne - Darwin,UNDER CONTRACT,138614487,Buy,UNDER CONTRACT,"30 Richards Crescent, Rosebery, NT 0832",30 Richards Crescent,Rosebery,NT,832,08 8941 8941,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
884,1351872,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,190m²,360m²,360m²,,Elders Real Estate - Palmerston,"$595,000",138614051,Buy,"$595,000","53 Paperbark Crescent, Zuccoli, NT 0832",53 Paperbark Crescent,Zuccoli,NT,832,08 8931 5000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
885,1351873,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,700m²,700m²,Under offer,Real Estate Central - DARWIN CITY,UNDER CONTRACT,138611731,Buy,UNDER CONTRACT,"7 Fiat Court, Zuccoli, NT 0832",7 Fiat Court,Zuccoli,NT,832,08 8943 3000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
886,1351874,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,242m²,242m²,,Elders Real Estate - Darwin,"$1,300,000",138611055,Buy,"$1,300,000","433/130 Esplanade, Darwin City, NT 0800",433/130 Esplanade,Darwin City,NT,800,08 8946 0500,,,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
887,1351875,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,66m²,115m²,66m²,,Nick Mousellis Real Estate - Eview Group Member,"MASSIVE PRICE REDUCTION!! NOW $277,500",138610195,Buy,"MASSIVE PRICE REDUCTION!! NOW $277,500","2/41 Carstens Crescent, Wagaman, NT 0810",2/41 Carstens Crescent,Wagaman,NT,810,0411724000,,,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
888,1351876,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,815m²,"5,790m²","5,790m²",Under offer,Ray White Bayside - FANNIE BAY,UNDER CONTRACT,138608171,Buy,UNDER CONTRACT,"26 Surcingle Drive, Marlow Lagoon, NT 0830",26 Surcingle Drive,Marlow Lagoon,NT,830,08 8986 7131,,,premiere,7.0,5.0,10.0,2022-05-27 15:54:05
889,1351877,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,182m²,"1,160m²","1,160m²",Under offer,Raine & Horne - Darwin,Under Contract,138604879,Buy,Under Contract,"2 Gregory Street, Fannie Bay, NT 0820",2 Gregory Street,Fannie Bay,NT,820,08 8941 8941,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
890,1351878,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,197m²,346m²,197m²,Under offer,Elders Real Estate - Palmerston,UNDER CONTRACT,117496487,Buy,UNDER CONTRACT,"1/55 Odegaard Drive, Rosebery, NT 0832",1/55 Odegaard Drive,Rosebery,NT,832,08 8931 5000,,,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
891,1351879,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,326m²,326m²,Under offer,Professionals - DARWIN CITY,Under contract,138601947,Buy,Under contract,"5/25 Yirra Crescent, Rosebery, NT 0832",5/25 Yirra Crescent,Rosebery,NT,832,08 8941 8289,,,feature,2.0,2.0,2.0,2022-05-27 15:54:05
892,1351880,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,369m²,369m²,,Knight Frank (NT) - Darwin,"$650,000",138601343,Buy,"$650,000","1/175 Bagot Road, Ludmilla, NT 0820",1/175 Bagot Road,Ludmilla,NT,820,08 8982 2500,,,feature,6.0,3.0,3.0,2022-05-27 15:54:05
893,1351881,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,87m²,,87m²,,Renee's Realty NT - DURACK,"Low - Mid $200,000",138598923,Buy,"Low - Mid $200,000","17/14 Mannikan Court, Bakewell, NT 0832",17/14 Mannikan Court,Bakewell,NT,832,0417 718 149,,,feature,2.0,1.0,0.0,2022-05-27 15:54:05
894,1351882,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Colliers International - Darwin,"$385,000",138593719,Buy,"$385,000","40 17 Geranium Street, The Gardens, NT 0820",40 17 Geranium Street,The Gardens,NT,820,08 8997 0888,,,feature,2.0,1.0,1.0,2022-05-27 15:54:05
895,1351883,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Under offer,Active Realty - NT,"Offers Over $500,000",138592811,Buy,"Offers Over $500,000","7 Catt  Crescent, Farrar, NT 0830",7 Catt  Crescent,Farrar,NT,830,08 8985 19 28,,,feature,4.0,2.0,2.0,2022-05-27 15:54:05
896,1351884,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,"1,904.51m²","1,170m²","1,170m²",,Sell My Property Now - Launceston,$570000 neg,138589227,Buy,$570000 neg,"17 Scammell Court, Gray, NT 0830",17 Scammell Court,Gray,NT,830,1300547869,,,standard,3.0,2.0,7.0,2022-05-27 15:54:05
897,1351885,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,,Cate Killiner Real Estate - Woolner,"$625,000",138585627,Buy,"$625,000","55 Annaburroo Crescent, Tiwi, NT 0810",55 Annaburroo Crescent,Tiwi,NT,810,08 8942 2283,,,feature,5.0,2.0,4.0,2022-05-27 15:54:05
898,1351886,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,,640m²,640m²,,Renee's Realty NT - DURACK,"$520,000",138584283,Buy,"$520,000","5 Hyacinth Street, Bellamack, NT 0832",5 Hyacinth Street,Bellamack,NT,832,0417 718 149,,,feature,3.0,2.0,0.0,2022-05-27 15:54:05
